mean,median,var,std,skewness,kurtosis,zerocrossrate,NA,peak2peak,activity,mobility,complexity,mean_power,median_power,variance_power,std_power,skewness_power,kurtosis_power,delta_power,theta_power,alpha_power,beta_power,gamma_power,peak_frequency,theta_alpha_ratio,beta_alpha_ratio,theta_beta_ratio,gamma_delta_ratio,ratio_one,ratio_two,ratio_three,label
-0.005434659,0.170138132,28.87208721,5.373275278,-0.012763611,5.075210684,0.172135417,0,51.47207031,28.87208721,0.500545335,2.537758002,536.1103764,104.8319356,1249537.276,1117.827033,1117.827033,15.17258028,15517.48312,4543.647402,6122.846212,12374.46819,4555.614522,3,0.742080929,2.021032011,0.367179206,0.293579473,0.861975921,0.576650933,0.78233942,1
-0.005000695,0.070543069,15.69609225,3.961829407,-0.188796254,4.432983135,0.201302083,0,32.6548197,15.69609225,0.533375935,2.38644073,185.7606872,48.40261394,159311.0558,399.1378907,399.1378907,23.79557194,1342.979055,2590.444403,4936.768149,4304.039641,2836.284827,9,0.524724744,0.871833457,0.601863509,2.111935266,1.748871567,0.814562181,1.137040113,1
-0.004920417,0.123564958,19.94947961,4.466484033,-0.253508105,4.751135971,0.193489583,0,41.03253143,19.94947961,0.527254576,2.399947007,278.6843223,143.0364683,225778.749,475.1618135,475.1618135,15.00693489,4560.03126,5856.88945,3959.870864,4960.965375,5803.788821,4,1.47906072,1.252809889,1.180594704,1.272751981,1.978800409,1.100430503,1.263483317,1
0.000287175,0.007459069,18.22964662,4.269619026,-0.285451867,4.357934251,0.172135417,0,37.40101744,18.22964662,0.50747868,2.396015825,553.4703489,106.8893532,2124680.701,1457.628451,1457.628451,24.79945339,18658.62007,14158.35307,4272.35509,6371.959068,5432.940397,4,3.313945769,1.491439483,2.221978033,0.291175895,2.892471211,1.731507347,0.514801459,1
-0.001724492,-0.039576349,16.33282643,4.041389171,-0.106841144,4.054295716,0.282552083,0,35.14025221,16.33282643,0.7718977,1.762037038,567.0951028,192.0696846,1028429.972,1014.115364,1014.115364,14.23789618,2835.544105,3167.542968,5950.792352,8479.975612,36968.5787,33,0.532289278,1.425016218,0.373532085,13.03756081,1.075278484,0.631867642,5.172639875,1
-0.005205603,-0.014250833,15.04366072,3.878615825,-0.06753303,4.338661302,0.194010417,0,32.90004041,15.04366072,0.544888676,2.347180208,224.9114376,120.2256348,68470.36618,261.6684279,261.6684279,3.53356036,1354.324917,3429.234913,2610.774874,4138.105664,9320.049821,7,1.31349315,1.585010529,0.828696798,6.881694123,1.459607434,0.894964691,3.394153034,1
-0.003729506,0.043693228,12.20534747,3.493615244,-0.12247415,4.255369876,0.181510417,0,29.62515527,12.20534747,0.539585166,2.333230219,213.2661086,76.82951613,215695.8709,464.4306955,464.4306955,20.71100288,5217.535641,1341.502031,2733.119792,3049.231303,4135.706928,3,0.490831772,1.115659589,0.439947612,0.792655233,1.336278366,0.70466524,0.903691311,1
-0.010460235,0.438302458,156.2473229,12.49989292,-0.350388479,4.95230623,0.167447917,0,112.0007357,156.2473229,0.475415101,2.530641563,3244.162679,596.6480297,80899526.42,8994.416402,8994.416402,22.98229077,110901.2341,80697.02452,39107.55296,29510.88207,25819.99734,3,2.06346392,0.754608249,2.73448365,0.232819748,4.05967457,1.745953218,0.368850922,1
-0.007996965,0.245387169,124.5225392,11.15896676,-0.258986228,4.189388069,0.20390625,0,100.3119615,124.5225392,0.578495555,2.169687367,3339.719909,649.0159348,90317896.51,9503.572829,9503.572829,26.37778467,127256.6468,66368.31081,30260.71821,24389.33259,41509.02433,3,2.193216643,0.805973355,2.721202417,0.326183546,3.961938222,1.768141614,0.418356141,1
-0.003027622,0.222506488,15.64649791,3.955565435,-0.212901455,3.81436606,0.229947917,0,32.20045344,15.64649791,0.683114073,1.895926232,416.3114983,203.6853228,415791.9305,644.8193006,644.8193006,6.863266006,6258.022829,7409.531752,6470.247825,8315.447183,7782.776054,9,1.145169699,1.285182177,0.891056318,1.243647757,1.669156123,0.938730277,1.264761229,1
-0.003132719,-0.0650767,18.40243783,4.289806269,0.571282826,7.482739798,0.264322917,0,48.67626258,18.40243783,0.677180736,2.007717453,364.7336097,138.3085882,377322.8157,614.2660789,614.2660789,21.58477643,5592.845474,1241.061001,2312.741102,10212.86037,10753.97534,3,0.536619079,4.415911648,0.121519433,1.922809309,0.347973239,0.28372307,2.652154335,1
-0.009968647,0.28671693,133.2914243,11.54519053,0.000626794,2.897070477,0.396614583,0,81.83227467,133.2914243,1.104724136,1.26244481,11176.62742,2986.403927,328967805,18137.46964,18137.46964,8.106861019,111266.4984,114029.2243,124378.5205,182184.6098,602177.9355,32,0.916791933,1.464759422,0.625899325,5.41203277,1.308605293,0.777679118,3.328576811,1
-0.004232904,0.641961398,114.7718382,10.71316191,-0.362784669,4.003321538,0.18828125,0,88.00386507,114.7718382,0.555392028,2.249742834,4309.230261,625.7690134,85528153.54,9248.143248,9248.143248,13.64041158,113856.4553,115186.4182,52398.43159,48864.60985,41624.04205,3,2.198279886,0.932558635,2.35725648,0.365583506,3.429575113,1.654945846,0.544276644,1
-0.011602627,0.102003218,103.8262732,10.18951781,-0.29247363,4.996170192,0.19453125,0,94.74484072,103.8262732,0.506968211,2.458362328,1592.137619,578.1700727,10995933.17,3316.011636,3316.011636,19.14472995,42703.56269,27058.66472,16211.78517,28347.76997,23120.94395,4,1.669073728,1.748590279,0.954525338,0.541428923,1.526414598,0.97107006,0.873604515,1
-0.007277388,0.194958687,115.8234057,10.76212831,-0.170916119,4.274920711,0.25703125,0,94.70456298,115.8234057,0.675794717,1.998346668,3691.598219,837.9217658,36139179.68,6011.587118,6011.587118,14.73648983,63070.52111,56711.96901,43919.54873,54527.59587,113315.8881,3,1.291269393,1.24153361,1.040059957,1.796653748,1.845515397,1.022188283,1.568776282,1
-0.005155317,-0.02527595,7.257643191,2.694001335,0.032756493,3.679813784,0.233072917,0,22.36695816,7.257643191,0.684292105,1.905417398,270.4628995,106.4386741,250120.5186,500.1205041,500.1205041,17.61952911,2168.935986,2401.095661,5920.371429,4092.397611,9361.873479,9,0.405565038,0.691240011,0.58672101,4.316343838,2.033396527,0.831085493,1.663216688,1
-0.00131456,-0.059041408,10.05451248,3.170885125,0.076828007,3.908863596,0.26640625,0,27.19093403,10.05451248,0.765302304,1.734463492,281.3519431,103.1131005,308066.5352,555.0374179,555.0374179,29.35272766,5254.143834,2067.896847,3950.756091,4540.994698,8499.208644,3,0.523417999,1.149398898,0.455384114,1.617620094,1.325404088,0.708764669,1.416658893,1
0.001256634,-0.073568087,11.74131106,3.426559653,0.017598305,4.11108452,0.20234375,0,30.36795955,11.74131106,0.574763844,2.215306584,579.8124639,102.7159379,2975915.786,1725.084284,1725.084284,29.42222654,22467.85948,11182.30888,4818.078349,5900.506635,5040.778793,3,2.320906401,1.224659752,1.895143853,0.224355097,2.711697184,1.492770478,0.400986233,1
-0.001477793,0.023957115,6.39908182,2.52964065,-0.07036528,3.188719603,0.290364583,0,18.3619245,6.39908182,0.829743241,1.625377491,171.5534204,49.14150204,153801.3217,392.1751161,392.1751161,23.87954401,4276.233042,1260.806137,1104.926685,2721.852446,5102.966283,2,1.141076738,2.463378325,0.463216196,1.19333213,0.869162774,0.618204694,1.45411382,1
-0.012918737,0.030365423,43.55959167,6.599969066,-0.188811432,4.795370394,0.217447917,0,59.25741392,43.55959167,0.589263922,2.213967198,571.764619,182.1431255,1102601.713,1050.048434,1050.048434,16.20638003,3242.976225,1120.908662,14406.47664,13161.85951,13043.3181,10,0.077805885,0.913607111,0.085163397,4.022020882,1.179725805,0.563232588,1.484758638,1
0.006655582,-0.051114391,5.195857015,2.27944226,-0.182606594,4.194286429,0.227864583,0,18.85382848,5.195857015,0.601832163,2.212532392,205.280993,32.53918635,497717.3085,705.4908281,705.4908281,35.32336765,9039.855937,1881.315066,557.0865349,2058.00787,2181.276017,3,3.377060739,3.694233734,0.914143766,0.24129544,1.184835897,0.932433489,0.44173276,1
-0.001937023,0.029225589,3.223865767,1.795512675,0.015342652,3.117796577,0.296614583,0,11.9280023,3.223865767,0.85114558,1.614083737,77.89140078,41.60581385,10506.81438,102.502753,102.502753,4.369466998,617.4623808,497.524247,790.7039208,1722.458984,3286.72485,33,0.629216871,2.1783868,0.288845338,5.32295562,0.747900635,0.512592385,3.55723882,1
-0.002541778,-0.163208135,26.44859068,5.142819331,-0.206082272,10.65291178,0.34140625,0,83.25937845,26.44859068,0.977657823,1.391736621,788.2049492,298.1606944,1174114.691,1083.56573,1083.56573,5.47284096,679.5133817,3437.167294,10284.52418,21818.47303,41479.24511,40,0.334207712,2.121485899,0.157534732,61.04257286,0.628902465,0.427427115,5.773212448,1
0.004866659,-0.023366733,66.16745724,8.134338156,0.109926239,6.047981454,0.265364583,0,75.72883203,66.16745724,0.695131418,1.923351388,1510.442081,685.0676996,5493411.503,2343.802787,2343.802787,12.24638086,13964.58996,14622.84242,11109.66491,28817.48479,77546.12316,32,1.316227135,2.59391125,0.507429518,5.553054074,0.89294772,0.644486459,4.241944916,1
0.005499402,-0.013696481,67.64812013,8.224847727,0.235676709,6.3088445,0.284114583,0,84.1972959,67.64812013,0.728626668,1.843705291,1528.434824,516.4091238,6151426.957,2480.207039,2480.207039,15.21549126,17188.39654,17812.16937,13906.27305,22088.46074,80565.30675,32,1.280872977,1.588381061,0.806401568,4.687191535,1.435973416,0.88119675,3.301330062,1
0.006345477,-0.158672728,56.93661652,7.545635594,0.020812337,4.701509224,0.28203125,0,68.90925987,56.93661652,0.783961694,1.738828805,2053.22471,1148.954616,8522836.459,2919.389741,2919.389741,9.171115707,11717.23372,14983.77827,29517.07847,34799.97607,90848.57183,11,0.507630804,1.178977659,0.430568637,7.753414672,1.27876113,0.691898238,3.04718428,1
0.005718515,-0.063208278,43.78515926,6.617035534,0.109483029,4.964692434,0.301302083,0,60.700166,43.78515926,0.80877454,1.692139338,1459.458596,592.7475291,4532510.379,2128.969323,2128.969323,9.075427781,15432.84243,8075.683903,17816.34836,26713.07435,72942.93298,32,0.453273799,1.499357433,0.302312036,4.726474292,0.969264411,0.58145897,2.997246098,1
0.004136062,0.007223752,28.44722332,5.333593847,0.22256272,6.481056438,0.284114583,0,54.49636532,28.44722332,0.712669693,1.908123657,554.7057124,184.8896007,1026179.591,1013.005228,1013.005228,13.21865652,2609.456029,9681.393245,3296.236208,6341.151751,36846.71674,32,2.937105424,1.923755263,1.526756278,14.12045895,2.04657292,1.346591992,7.312922306,1
0.008997229,0.128886888,35.68936066,5.974057303,0.049888104,3.808196524,0.31328125,0,53.30458593,35.68936066,0.887305559,1.549108734,1543.02141,837.792613,3713204.511,1926.967698,1926.967698,5.181490319,10605.65645,20145.8233,18766.21424,33810.91389,58470.56621,5,1.073515577,1.801690712,0.595837881,5.513149183,1.150872102,0.740094389,3.141831893,1
-0.006467663,0.107962884,36.18085537,6.0150524,-0.283283676,5.796849571,0.284635417,0,54.79515986,36.18085537,0.750951721,1.824177883,1061.100269,438.6095393,2103582.36,1450.37318,1450.37318,4.553270729,13410.44043,16762.40708,14082.97056,13532.03281,48447.6303,32,1.190260749,0.960879152,1.238720547,3.612680026,2.279434145,1.116978956,2.254346073,1
0.004506439,-0.034995562,29.11605031,5.395929049,0.275944418,6.566639009,0.29140625,0,56.76716458,29.11605031,0.742817742,1.817443567,726.537582,240.8618852,1359191.765,1165.8438,1165.8438,12.10233399,7881.624928,8292.78448,7948.088117,10120.84617,38833.35594,32,1.043368463,1.273368642,0.819376596,4.927074848,1.604695134,0.898828472,3.092551455,1
0.004803144,-0.039656484,25.37800933,5.037659112,0.158028419,5.824229374,0.281510417,0,48.4390369,25.37800933,0.727213292,1.837917306,723.1764029,456.4877323,754758.3289,868.7682826,868.7682826,4.80276995,7056.823121,8499.162686,6774.043151,14790.62481,33759.60408,32,1.254666157,2.183426423,0.574631755,4.783966312,1.032627494,0.70825138,3.51028113,1
0.006333685,-0.044506885,21.7830826,4.667235005,0.129172867,4.960141611,0.300260417,0,44.36496836,21.7830826,0.818071654,1.682453415,547.8272408,239.7079605,515196.7412,717.7720677,717.7720677,5.907498891,4100.872448,5543.086337,4493.008165,9503.613837,37296.03288,32,1.233713836,2.11520066,0.583260898,9.094658113,1.056029283,0.717036904,5.445694306,1
-0.005660228,-0.023988616,22.65484768,4.759710882,-0.044552369,3.928716007,0.30234375,0,41.71542183,22.65484768,0.860710594,1.617831359,793.1241593,295.1225416,1013830.695,1006.8916,1006.8916,3.266180952,6853.624436,10633.79362,11242.49388,12956.41672,36086.4438,8,0.945857185,1.152450413,0.82073569,5.265308033,1.688451983,0.904019518,2.710131513,1
0.003201722,-0.0716185,18.55134382,4.307127096,0.348445877,5.956101333,0.27890625,0,43.3670002,18.55134382,0.745658416,1.797399817,417.0839251,206.1769247,471684.909,686.7932068,686.7932068,21.1793637,3078.516337,4087.329891,2860.806588,8232.944925,23697.0921,32,1.428733389,2.877840452,0.496460249,7.697569058,0.843943029,0.626310809,5.3760399,1
0.001024372,-0.034972275,16.59056748,4.073152033,0.197664104,5.085526044,0.29921875,0,39.86550541,16.59056748,0.79088571,1.694028415,414.2710621,180.4304003,472758.8471,687.574612,687.574612,17.13121598,1614.638307,3136.355465,3989.823774,9840.007515,21473.6632,32,0.78608872,2.466276224,0.318735068,13.29936439,0.724204654,0.515275934,5.587274971,1
0.024904516,0.426158602,235.9915806,15.36201747,0.025594951,3.619601613,0.32890625,0,130.8368546,235.9915806,0.958443576,1.464206823,10258.43706,4838.504265,194934675.7,13961.90086,13961.90086,7.175216611,56766.10547,145521.3406,169451.1072,221951.0863,427834.735,13,0.858780701,1.30982376,0.655645994,7.536799142,1.419107484,0.804728366,2.872397788,1
0.004197357,-0.037135545,13.93520629,3.732988921,0.072911856,3.940076378,0.28359375,0,31.63331766,13.93520629,0.815958126,1.65045192,406.2081868,214.3792978,347592.6933,589.5699224,589.5699224,10.08219553,3576.946546,4855.764986,3469.48487,8902.77555,19467.54065,33,1.399563672,2.566022301,0.545421477,5.442502538,0.935129703,0.672896429,4.026196315,1
0.004871872,-0.044999991,12.69826717,3.563462806,0.233570149,5.540621005,0.289322917,0,35.08726113,12.69826717,0.804107364,1.709311173,355.4628662,151.8407523,252134.27,502.1297342,502.1297342,7.766211883,2590.671221,4143.225683,4317.526964,5709.658034,20400.0939,32,0.959629371,1.322437146,0.72565216,7.874443403,1.481831766,0.843781445,3.779531397,1
0.004002626,-0.028773655,12.60093858,3.549780075,0.231166829,4.997509508,0.284114583,0,31.08987007,12.60093858,0.756544516,1.779888889,363.354542,179.7594269,273695.3423,523.1590029,523.1590029,7.34083679,931.9196573,5533.848989,4504.793072,7447.268303,17592.08348,8,1.228435779,1.653187657,0.743070984,18.87725336,1.347962992,0.839908845,4.605605084,1
0.005301644,0.029674947,10.94241133,3.307931579,-0.014931519,3.921157172,0.270572917,0,26.06313643,10.94241133,0.755219586,1.809595271,229.9917455,54.96752232,183165.5883,427.9784905,427.9784905,10.49186165,3928.973173,5586.980634,2886.350228,2014.848003,7745.159771,8,1.935655826,0.698060819,2.772904271,1.971293626,4.205444205,1.728828434,1.432068179,1
0.001428585,-0.027418304,12.71814149,3.56625034,0.197542455,5.367575392,0.26484375,0,36.52856425,12.71814149,0.741005573,1.799635546,579.6119041,169.2156459,1444630.591,1201.927864,1201.927864,21.75055346,15785.40735,6896.516073,5880.419802,7326.443311,13081.65242,3,1.172793152,1.245904809,0.941318424,0.828718077,1.743947961,0.96744668,0.941948608,1
0.002499687,-0.013294237,13.5003057,3.674276214,0.168858161,4.469373971,0.270052083,0,32.60839909,13.5003057,0.761089771,1.747215416,402.8327238,115.0435249,344254.7796,586.7322896,586.7322896,6.219052743,3841.205254,8088.254665,6897.727068,6174.866269,12510.20315,7,1.172597087,0.895203044,1.30986718,3.256843183,2.426932193,1.146366398,1.739937347,1
0.004115355,0.063455189,13.35860996,3.654943222,-0.022873534,4.525636519,0.25546875,0,30.47849727,13.35860996,0.667602881,1.956786094,430.3613137,209.9824674,319554.3473,565.2913827,565.2913827,8.117476142,3525.692642,8016.944436,5408.324827,9170.316493,13217.51646,6,1.482334123,1.695592773,0.874227672,3.748913419,1.463991922,0.920886177,2.505908795,1
-0.002162881,0.021281764,8.567130255,2.92696605,-0.030642844,3.225783511,0.25703125,0,21.15281874,8.567130255,0.790083058,1.701149341,438.2484739,223.0779841,341838.1264,584.6692453,584.6692453,6.520570953,4982.994407,6099.065847,3138.065603,10615.08924,10998.33197,3,1.943574998,3.382685571,0.574565669,2.207173253,0.87018877,0.671637276,2.661403953,1
0.004432909,0.05184757,93.7524191,9.682583286,0.109980296,5.251081242,0.24765625,0,91.27715733,93.7524191,0.686821091,1.93235473,2687.32746,1165.541835,16608513.43,4075.354394,4075.354394,11.60376351,49161.01361,15272.57626,15537.24351,61113.88722,98834.72558,2,0.982965624,3.93338028,0.249903532,2.010428962,0.504137786,0.401948666,2.472224445,1
0.002446071,0.019581976,9.333514494,3.055080113,-0.010809141,3.347745151,0.291927083,0,22.92942412,9.333514494,0.845183939,1.602537483,428.4581609,143.7256293,405829.6646,637.0476157,637.0476157,7.89619248,3611.227497,9849.73147,6703.285496,8735.910791,11199.02005,4,1.469388627,1.303228215,1.12749909,3.101167141,1.894824405,1.0721424,1.93270694,1
0.004534674,0.009176259,5.544973827,2.35477681,0.110472785,3.45097961,0.312760417,0,19.25807568,5.544973827,0.899849219,1.528896059,211.3087268,96.00202856,191732.5902,437.8728014,437.8728014,28.59470513,626.9898694,5768.91077,2461.208148,3972.071812,6305.87868,7,2.343934532,1.613870739,1.452368195,10.05738527,2.071996506,1.27930371,3.328138427,1
0.000697233,0.042976338,5.5904434,2.364411851,-0.148818143,3.690857408,0.34609375,0,20.63947654,5.5904434,1.039867119,1.322435698,225.9466046,114.8435148,93612.86584,305.9621967,305.9621967,7.188936352,386.9520601,1861.721776,3165.596187,5443.310781,10278.38515,9,0.588110948,1.719521524,0.342020114,26.56242519,0.923577243,0.583967045,4.425470067,1
0.001964373,-0.182913606,91.61400279,9.571520401,0.112509587,2.914288925,0.39140625,0,68.79178613,91.61400279,1.110225197,1.235397841,5161.735759,1935.820725,50369358.08,7097.137316,7097.137316,4.813139604,32340.81315,18243.46502,17975.53582,180891.501,217791.2972,22,1.014905214,10.06320495,0.10085308,6.73425545,0.200225,0.182126718,7.923523993,1
-0.000347891,0.003086445,6.163676552,2.482675281,-0.07826432,3.225495314,0.273697917,0,17.08260896,6.163676552,0.823512294,1.618098218,270.3210386,52.74049758,297624.8523,545.5500456,545.5500456,14.11239544,3014.713035,2950.824398,7496.521915,4928.00311,5599.425975,11,0.393625795,0.657371934,0.598787041,1.857366161,2.119995885,0.840864845,1.00154065,1
0.002449522,0.034508995,4.343767983,2.084170814,-0.110419472,3.867594013,0.290885417,0,17.934218,4.343767983,0.86442141,1.558443619,220.8262973,90.1036227,79816.61984,282.5183531,282.5183531,5.736385762,1141.965735,1362.324073,2978.82714,6979.073753,5265.532246,11,0.457335726,2.342893167,0.195201272,4.610937161,0.622023977,0.435950434,2.971419911,1
0.00701774,-0.059316537,38.83733778,6.23196099,0.176322689,4.826258666,0.303385417,0,59.25198037,38.83733778,0.818415321,1.672702082,1076.431073,410.2541384,1989438.493,1410.474563,1410.474563,5.631579435,10514.86217,7741.59041,14411.48896,25456.93213,42455.80239,32,0.537181857,1.76643317,0.304105395,4.037694617,0.870217953,0.555654796,2.724535739,1
-0.000740403,0.053403458,6.668977718,2.582436392,-0.10446418,2.989515256,0.309114583,0,16.71687368,6.668977718,0.942470735,1.450478116,267.8336103,57.10440048,256418.9427,506.3782605,506.3782605,14.09939404,2672.9104,7082.895551,1775.472728,4529.68789,7943.832419,5,3.989301237,2.551257374,1.563660835,2.971978567,1.955624426,1.404939353,2.804057104,1
0.005742199,0.083124872,7.265520902,2.695463022,-0.034716651,3.105359407,0.31484375,0,18.90497276,7.265520902,0.949479334,1.451970494,375.0390495,184.0108135,347310.085,589.3302003,589.3302003,11.80240341,6260.663012,6212.488073,3331.138145,7400.841129,8292.155702,5,1.864974613,2.221715464,0.839430001,1.324485232,1.289532643,0.889269908,1.636084462,1
0.006972082,-0.019453187,8.759444021,2.959635792,0.120884536,3.083429877,0.28359375,0,20.19877002,8.759444021,0.849257297,1.610870072,437.4341186,116.9138525,1089657.651,1043.866683,1043.866683,30.56883734,12874.401,5833.006563,4748.683462,4700.66101,7116.221827,3,1.228341836,0.989887207,1.240890707,0.552741974,2.251106813,1.119833239,0.670534313,1
0.005638022,0.032672419,9.344274,3.056840526,-0.059197435,2.810596225,0.26171875,0,19.29033161,9.344274,0.795384555,1.694703379,454.4094866,88.73550275,1262292.435,1123.517884,1123.517884,30.17185123,12853.21626,5502.352743,7595.305741,3239.942476,6802.294813,3,0.724441244,0.426571699,1.698287171,0.529229002,4.042558959,1.208800963,0.491098442,1
0.006363808,0.068624885,8.656627239,2.942214683,-0.121452284,3.953357081,0.24921875,0,26.03454306,8.656627239,0.72817321,1.819392272,255.6669634,117.2578699,224750.9044,474.0790065,474.0790065,19.40073529,5293.390924,3641.851888,2589.827535,3788.186193,5658.401878,3,1.406214058,1.462717552,0.961370879,1.068955979,1.645029866,0.977056446,1.19831616,1
0.005772289,-0.002492695,7.777400442,2.788799104,-0.065554007,2.759981647,0.260677083,0,17.50707068,7.777400442,0.806412264,1.695708825,395.7746591,69.35733966,1395038.752,1181.117586,1181.117586,36.54704661,14286.17756,5133.47995,3446.006307,3643.256162,4021.812331,3,1.489689656,1.057240132,1.409036236,0.281517734,2.354895148,1.210208579,0.432268724,1
0.011205724,0.03429027,8.102706374,2.846525316,0.040947681,3.338479453,0.241927083,0,21.31616297,8.102706374,0.764844002,1.758353948,222.3502605,90.10765508,160001.3163,400.0016454,400.0016454,18.10764875,3375.133307,5793.867499,3388.987172,2506.913589,5722.142974,4,1.709616238,0.73972354,2.311155648,1.695382805,3.663012045,1.557498174,1.216574511,1
0.004430926,0.045192829,6.912635346,2.629189104,-0.039576503,3.159644844,0.30078125,0,18.15537201,6.912635346,0.887127544,1.55384329,333.1798047,66.07256635,700223.8267,836.7937779,836.7937779,29.33015732,10096.53308,3470.961639,5548.762372,2877.386304,4805.169844,3,0.625537986,0.51856362,1.206289762,0.475922755,3.134693453,1.070444441,0.49104577,1
0.003615663,0.063762594,7.256257296,2.693744104,-0.142731898,2.818030046,0.253385417,0,18.83324765,7.256257296,0.755898012,1.759081156,350.2905159,66.92627063,574099.5976,757.693604,757.693604,21.926868,8061.412519,6164.959344,3494.540065,3610.699001,7468.521762,3,1.764169026,1.033240121,1.707414365,0.926453242,2.675243604,1.359489712,0.958745779,1
0.004932015,0.072943827,7.006021722,2.646889065,-0.01801998,2.992470902,0.29609375,0,16.42087277,7.006021722,0.869334335,1.577769191,300.5367939,89.33570834,390904.0086,625.223167,625.223167,23.43979257,7298.680329,3301.439759,5214.97635,3505.528288,4851.51792,3,0.63306898,0.672204062,0.941780949,0.66471166,2.429424443,0.976596707,0.667834065,1
0.004644434,0.001838199,4.906081841,2.214967684,0.027696156,2.940378488,0.316927083,0,14.55811368,4.906081841,0.915884143,1.53652613,286.9800113,98.60460241,338126.1203,581.4861308,581.4861308,21.05810507,6845.239308,2281.074397,5366.557405,3882.740934,3911.874316,3,0.425053572,0.723506829,0.587490754,0.571473712,1.969647714,0.826833725,0.638285703,1
0.005719648,0.04555516,6.303498105,2.510676822,-0.004304131,2.931522986,0.282552083,0,17.13207605,6.303498105,0.830722781,1.650360318,364.2779361,54.89586856,767135.9428,875.8629703,875.8629703,27.81605514,10003.41223,3442.329422,6444.580645,3419.557789,4826.147247,3,0.534143277,0.530609822,1.006659233,0.482450102,2.891283224,1.002308527,0.501319833,1
